Class	NC1	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9	NC10	NC11	NC12	NC13	NC14	NC15	HD1	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	HD10	HD11	HD12	HD13	HD14	HD15
Bacteria|Acidobacteria|Acidobacteria_Gp15	0.0637337023818195	0.00346482338062817	0.0123324113387713	0.0751019850820148	0.00174052285306506	0.0306356905795251	0.0276582136251275	0.33296724369367	0.0480060918075121	0.039866447401206	0.0363545912021889	0.0219579139981702	0.029508765839264	0.0728931087976375	0.0495986185866231	0.00179169727482844	0	0.00190817845284891	0	0.00177122816961281	0	0	0	0	0	0	0	0	0	0.00184297825285662
Bacteria|Actinobacteria|Actinobacteria	0.291354068031175	1.44656376141226	0.445728581244164	0.0682745318927407	1.01472482333693	0.0272317249595779	0.409687289322201	0.882101703188466	0.0546276217119966	0.0996661185030149	0.143504965271798	0.109789569990851	0.206561360874848	0.0149524325738744	0.159817771001341	0.0609177073441671	0.0397240980824094	0.112582528718086	0.0335095688435475	0.0389670197314818	0.0145761970701844	0.00527361260041837	0.00354126458558351	0.0093179276928811	0.0129220431596242	0.0330044469149528	0.0272808761058498	0.00719515046858417	0.0115185256287195	0.0165868042757095
Bacteria|Actinobacteria|Coriobacteriia	0.74841576225508	2.25213519740831	0.611335247793379	0.438663867410859	1.95460716399206	0.590588035060846	0.432159587892617	1.63694367449401	0.341008790080948	0.368764638461155	0.0765359814782925	0.133577310155535	0.157958687727825	0.050464459936826	0.176350643863549	0.18454481930733	0.238344588494457	0.324390336984315	0.163824558790677	0.0903326366502533	0.074703009984695	0.0457046425369592	0.0177063229279176	0.0372717107715244	0.0609182034667996	0.00694830461367426	0.0155890720604856	0.00719515046858417	0.0249568055288923	0.0165868042757095
Bacteria|Actinobacteria|Unassigned	0.00728385170077937	0.0121268818321986	0.00880886524197953	0.0341372659463704	0.0104431371183904	0.0306356905795251	0.0155577451641342	0.0313791119711312	0.0480060918075121	0.0348831414760552	0.0631421847195913	0.0384263494967978	0.00520742926575247	0.0859764872997776	0.113893124161875	0.00537509182448534	0.0126394857534939	0.124031599435179	0.00372328542706084	0.00708491267845124	0.00182202463377305	0	0.00177063229279176	0.00186358553857622	0.00923003082830297	0.00694830461367426	0.13835301453681	0.00359757523429209	0.0307160683432521	0.00737191301142646
Bacteria|Bacteroidetes|Bacteroidia	29.2810838371331	24.5881191206278	36.3541868536495	14.9384675781317	21.0220350193198	13.9920006807931	23.1430102508254	23.1752174746788	17.4808389478389	12.2772046975964	23.8065170388229	29.8225068618481	18.5332407568131	28.6768966226193	32.4356595697779	10.2718004765915	15.1186306020006	31.0365225355875	28.8554620597215	17.4643097523823	33.0478828073756	15.9649832123332	6.80631053349151	14.230339172568	20.8894057706153	11.9858254585881	21.2362134143965	4.55992660946522	16.4158187751968	8.00958348691485
Bacteria|Candidatus_Saccharibacteria|Unassigned	0.340520067011436	0.472948391455746	0.327689787001638	0.175806919623807	0.819786263793643	0.158284401327547	0.210893878891597	0.101110471906978	0.114221390852356	0.174415707380276	0.133937967587012	0.129917657822507	0.223919458427356	0.0934527035867148	0.325146499623418	0.00358339454965689	0	0.0248063198870358	0.035371211557078	0.00531368450883843	0.00546607390131915	0	0	0.016772269847186	0.00184600616566059	0.00868538076709283	0.0370240461436533	0.00359757523429209	0.0307160683432521	0
Bacteria|Deferribacteres|Deferribacteres	0.145677034015587	0.107409524799473	0.227268723243072	0.945602266714459	0.0591777770042121	0.0782912092587865	0.364742692181369	0.0174328399839618	0.225132016752471	0.194348931080879	0.0478349884239328	0.0274473924977127	0.0451310536365214	0.0542025680802946	0.0238808163565222	20.647519395123	0.82517785562096	0.0896843872838988	0.169409486931268	8.42396117467852	1.81655855987173	1.02483871534797	0.683464065017618	3.85203130823705	0.286130955677392	0.229294052251251	0.830118087220858	2.84208443509075	1.89095795738146	1.80243273129377
Bacteria|Firmicutes|Bacilli	4.10445043338918	8.41952081492646	1.56093092087877	1.31599160223258	3.86396073380444	0.539528550761637	2.833238258224	8.33987064832732	1.16207849823702	0.882045148751682	1.86747794807034	1.0576395242452	2.14893247700052	0.469132572005308	1.05810386318129	0.499883539677136	0.297930735618071	0.129756134793726	0.474718891950257	0.180665273300507	0.482836527949858	0.771705310527889	0.0619721302477115	0.806932538203504	0.21782872754795	0.991870483602001	0.812580381152812	0.25902541686903	0.464580533691688	0.184297825285662
Bacteria|Firmicutes|Clostridia	52.0321946245174	49.3702683505708	47.1855675551875	69.9523785140048	59.2212900755387	57.0266360309761	50.0579093847776	39.7590781514216	61.0786472214405	68.4224514542948	59.8894055067639	59.1015553522415	66.2523867384135	61.2657234173785	52.8849863144552	55.2774443230072	69.6417608609296	40.6632828302103	58.7050413284682	58.8596833044033	54.5659937322353	73.7286198955825	83.6871646865095	72.1207603428997	66.2420852485647	79.6310450250139	68.8277017810515	85.4639972658428	74.4384718755999	83.6933284187247
Bacteria|Firmicutes|Erysipelotrichia	0.673756282322092	1.49853611212168	0.801606737020137	0.663969822656903	1.64479409614648	0.563356310101268	0.803816833480268	1.66832278646514	0.607525368736447	0.727562665072009	0.145418364808756	0.12259835315645	0.135393160909564	0.104667028017121	0.119404081782611	4.6046619963091	5.31941786139901	9.32526809907263	3.1703775411423	4.62821920719827	5.3676845710954	2.64559565454322	1.23236007578306	1.1908311591502	6.11212641450222	0.604502501389661	0.691765072684049	0.15469573507456	0.479938567863314	0.394397346111316
